Correct Form	Predicted Form	Surprisal
gyújtogatásig	gúgyúgyúgyúgyúgyúgyúgyúgyúgyúgy	45.34742707014084	44.711203038692474
gyújtásig	húúfúgyúgyúgyúgyúgyúgyúgyúgyúgy	51.450983449816704	47.540269151329994
gyülekezetig	egezetetetetetetetetetetetetete	35.225842863321304	27.14060987532139
gyülekezetiig	egezezezezezezezezezezezezezeze	44.629824578762054	33.07957595586777
gyümölcsig	empel	28.632212579250336	7.656080842018127
gyümölcsfáig	gyel	52.384142100811005	7.59794694185257
gyümölcshúsig	höz	56.5462888777256	4.421062588691711
gyümölcsléig	empel	52.55347681045532	8.347485423088074
gyümölcsízig	empemempemempemempemempemempeme	43.04484432935715	64.36228519678116
gyümölcsízűig	eműzőlőlőlőlőlőlőlőlőlőlőlőlőlő	49.838137090206146	57.284605383872986
gyümölcsösig	empel	33.80790972709656	8.892068862915039
gyümölcsösig	empel	33.80790972709656	8.892068862915039
győzelemig	egememememememememememememememe	28.487495988607407	35.80438178777695
gyűjteményig	egyegyegyegyegyegyegyegyegyegye	40.18545228242874	36.50372368097305
gyűjtésig	egyéssésséssésséssésséssésséssé	31.17453294992447	33.441685020923615
gyűjtőig	egyőn	28.99227300286293	6.397248208522797
gyűlésig	egésel	25.412451148033142	9.131895393133163
gyűlöletig	elölelelelelelelelelelelelelele	31.31114086508751	28.86167311668396
gyűlöletbeszédig	eggeggeggeggeggeggeggeggeggegge	56.60512509942055	45.16745042800903
gyűlölködőig	fög	41.232899248600006	4.696424126625061
gyűlölködőig	fög	41.232899248600006	4.696424126625061
gyűrődésig	egédekedededekedededekedededeke	37.12013387680054	48.48520648479462
gyűrűig	erűn	24.054916955530643	4.077829897403717
gyűrűjéig	erűn	35.036568745970726	5.0010417103767395
gyűszűig	eg	25.554998576641083	2.5121965408325195
gyűszűvirágig	gyígg	34.487019419670105	7.281838834285736
gácsérig	socsérsérsérsérsérsérsérsérsérs	16.33622893318534	43.3914978094399
gályáig	gyályágyágyágyágyágyágyágyágyág	20.82448998093605	33.27489696070552
gályarabig	holabababababababababababababab	24.269965440034866	31.197114914655685
gáncsig	hocsn	22.426782339811325	5.421237722039223
gárdáig	gárdandándándándándándándándánd	20.684263586997986	41.36145102977753
gátig	hatt	13.033695191144943	4.919502653181553
gátlóig	gyótlótón	16.01228040456772	9.648731857538223
gázig	hozán	8.170442081987858	7.305142815690488
gázig	hozán	8.170442081987858	7.305142815690488
gázkamráig	gázkanak	29.814910277724266	9.891117438673973
gázlámpáig	gázlámlamámámámámámámámámámámám	26.589722618460655	50.55339948832989
gázlóig	vázlózóg	14.555932372808456	9.780660824850202
gázpedálig	vázpázpal	25.26847556233406	11.257336296141148
gázsiig	vázszázszázszázszázszázszázszáz	22.09978723526001	15.170183446258307
gáztűzhelyig	hozt	33.561487436294556	3.744903041049838
gázóráig	hozózón	21.324200354516506	9.547025504522026
gégéig	geg	22.079927541315556	4.352304458618164
gégészig	gégyények	20.893777459859848	13.234768256545067
gémig	hemen	13.550108343362808	7.626955904066563
gémeskútig	hemen	24.35088139772415	5.35846234858036
génig	nyng	13.158130317926407	4.786117970943451
géniuszig	hénzán	32.31082301214337	9.297358550131321
gépig	fépnen	11.997599598020315	6.416592311114073
gépéig	fépen	19.374311417341232	4.593010425567627
gépelyig	fépenyényényényényényényényényé	15.696547619998455	33.14385849237442
gépemig	enen	17.48470865190029	7.630791664123535
gépezetig	enetetetetetetetetetetetetetete	22.572278901934624	25.376828908920288
gépfegyverig	fépferen	30.50616344809532	9.263934398069978
gépgyárig	hépon	22.32578644156456	6.43334174156189
gépjárműig	enérmörmörmörmörmörmörmörmörmör	34.81437677145004	44.897688038647175
gépkocsiig	népkon	27.928792968392372	6.140759602189064
gépkocsiiparig	fépkon	47.67737056314945	6.496908154338598
géppuskáig	séppupkusk	28.603900581598282	13.658135199919343
gépágyúig	fégyúnyúnyúnyúnyúnyúnyúnyúnyúny	33.202925235033035	32.461187303066254
gépészig	enépészészészészészészészészész	15.043359123170376	27.988993495702744
gésáig	hén	23.42000275850296	2.887337565422058
gézig	vézen	14.850625455379486	5.287051238119602
góljáig	gólaljak	26.073183421976864	10.83755058515817
gólkülönbségig	elkéng	42.6845476962626	8.910544097423553
gólyáig	gólyágyágyágyágyágyágyágyágyágy	21.278154458850622	44.338659938424826
gólyahírig	holyzz	29.862099338322878	9.843596369028091
gólyalábig	holyal	21.982201976701617	7.736239694058895
górcsőig	ercszón	18.74029850959778	8.27389394491911
gótikusig	atitión	16.260442316532135	10.40821397304535
gödényig	enenynyenynyenynyenynyenynyenyn	24.253894619643688	47.28142088651657
gödörig	vözön	20.37367831170559	5.819814788177609
gömbig	fömben	14.04364886879921	8.08952833712101
gömbvillámig	föműl	41.223915725946426	7.6274091601371765
gömböcig	föműng	20.018337041139603	8.6448355615139
görbéig	erbek	23.222275897860527	5.1796329617500305
görbéig	erbek	23.222275897860527	5.1796329617500305
görcsig	förcszszercszszercszszercszszer	14.584229085594416	36.02333592623472
gördeszkáig	gördek	30.934438571333885	5.696566864848137
görkorcsolyáig	görkorcsoncsoncsoncsoncsoncsonc	35.16179098188877	31.48314045369625
görényig	erényönyönyönyönyönyönyönyönyön	16.84390515834093	35.43497174978256
görögdinnyéig	erögeng	49.38464119285345	7.865148514509201
gúláig	húlak	17.617522928863764	5.985557213425636
gúnyig	gúgyúgyúgyúgyúgyúgyúgyúgyúgyúgy	15.343113977462053	28.258824601769447
gúnárig	gún	19.359425961971283	2.577946215867996
gümőig	emőtőn	18.875675171613693	6.996438533067703
gümőkórig	emőkóróróróróróróróróróróróróró	26.54831349849701	58.0421786904335
gőgig	gyg	17.387128341943026	4.51030969619751
gőzig	vez	11.732337720692158	4.2595440819859505
gőzfürdőig	ezfők	25.940969936549664	8.14373528957367
gőzhajóig	gyózhozójóg	29.275779612362385	13.51547783240676
gőzösig	ezöz	17.36101385951042	4.7573531568050385
gőzösig	ezöz	17.36101385951042	4.7573531568050385
habig	habban	11.217107754200697	4.737514715641737
habarcsig	habosfosfosfosfosfosfosfosfosfo	18.962901309132576	34.394058391451836
habcsókig	habosnak	20.17323435842991	9.86453215777874
habkőig	habóhen	17.32795730046928	7.911576358601451
hableányig	hablyonynynynynynynynynynynynyn	32.89003141596913	55.15768641605973
habszivacsig	habszszszszszszszszszszszszszsz	26.145519137382507	59.984161734580994
hadig	hadan	11.7959895581007	5.9285629242658615
hadgyakorlatig	hadan	37.76516964286566	5.334228299558163
hadiként	hadidán	22.924775056540966	7.3134214505553246
hadihajóig	hadóhajóhoz	35.78074315562844	9.577425125986338
hadijátékig	hadik	28.152497373521328	5.424250446259975
haditengerészetig	haden	42.298159793019295	6.566956177353859
hadjáratig	hadarak	22.72056421637535	7.133255332708359
hadműveletig	hadzetetetetetetetetetetetetete	22.81034081429243	45.76941626518965
hadnagyig	hadanynynanynynanynynanynynanyn	20.944175504148006	48.77241741865873
hadseregig	hadsen	18.285341531038284	6.930293411016464
hagymáig	hagyak	25.379486992955208	7.621886625885963
hagymakupoláig	hagon	44.442972004413605	6.803909212350845
hagyományig	hagyonyonyonyonyonyonyonyonyony	22.74272759258747	35.398608803749084
hagyományáig	hagyongyágyagyagyagyagyagyagyag	28.131747722625732	41.42729368805885
hagyományaiig	hagon	33.26905430853367	4.16495256125927
hagyományosig	hagyon	25.24220022559166	4.515955179929733
hajig	hajnynak	12.581671297550201	10.966255009174347
hajáig	hajan	16.607196915894747	4.671170700341463
hajadonig	hajan	17.76047594100237	4.187663860619068
hajadonig	hajan	17.76047594100237	4.187663860619068
hajadonodig	hajodondondondondondondondondon	20.805786170065403	40.03477755934
hajamig	hajamhon	16.021848855540156	9.192417738959193
hajcsavaróig	hajcsancsancsancsancsancsancsan	28.67854516208172	36.89676307141781
hajcsárig	hajcsásfárcsásnásnásnásnásnásná	17.372335970401764	46.411068856716156
hajdaniig	hajdandandandandandandandandand	27.448678508400917	30.24507836997509
hajdíszig	hajdan	21.57460803166032	5.85272054746747
hajdúig	hajdún	18.708760805428028	5.137963481247425
hajfestékig	hajfen	18.82362588122487	5.174323040992022
hajfestésig	hajfeszeszeszeszeszeszeszeszesz	19.660839438438416	36.86521941423416
hajfodorig	hajfon	19.948048874735832	4.297290489077568
hajfonatig	hajfon	18.378131326287985	3.544361110776663
hajfürtig	hajfün	19.734865978360176	5.1179434806108475
hajgumiig	haján	28.43940633535385	5.281802654266357
hajgyógyászatig	hajzatatatatatatatatatatatatata	31.04656032472849	50.61769590526819
hajgyökérig	hajekérerererererererererererer	27.594243243336678	52.43319745361805
hajgyökérfájásig	hajfön	47.26064546406269	6.559061959385872
hajhabig	hajhan	17.831025149673223	3.283764149993658
hajhagymáig	hajhagyag	29.217723723500967	9.65734964236617
hajhullámig	hajhozhomhomhomhomhomhomhomhomh	30.65546080470085	34.83318105340004
hajhullásig	hajhozhoz	29.395426876842976	8.126487322151661
hajhálóig	hajhozhoz	20.43146388605237	6.651167381554842
hajkeféig	hajkén	27.37767729908228	6.808824397623539
hajkenőcsig	hajkenyenyenyenyenyenyenyenyeny	30.427497014403343	41.08497925102711
hajkoronáig	najkong	24.786528140306473	7.654042273759842
hajlakkig	hajlakk	14.625107988715172	4.704581245779991
hajlamig	hajlamnambambambambambambambamb	14.262092530727386	46.29805654287338
hajlamosig	hajlamososososososososososososo	16.117275893688202	42.931352496147156
hajlékig	hajlek	12.080792009830475	4.657461583614349
hajléktalanig	hajlak	35.38949079811573	5.134261444211006
hajléktalanig	hajlak	35.38949079811573	5.134261444211006
hajléktalanságig	hajlak	46.06742585450411	5.507480718195438
hajmosásig	hajmaszásosásásásásásásásásásás	16.804151877760887	42.540390223264694
hajnalig	hajál	15.891704760491848	4.972768418490887
hajnyírásig	hajássássássássássássássássássá	30.4189033806324	37.23251283168793
hajráig	hajrán	19.510712929069996	7.036487765610218
hajszáig	hajszán	17.269922092556953	6.869198635220528
hajszalagig	hajsal	18.596821039915085	5.137711614370346
hajszálig	hajszál	11.561469458043575	4.918420873582363
hajszálcsőig	hajszszszszszszszszszszszszszsz	35.87741247564554	35.57311553508043
hajszálérig	hajszászászászászászászászászás	19.023571014404297	43.50697606801987
hajszárítóig	hajszászászászászászászászászás	23.3180069103837	44.93069342523813
hajthatatlanig	hajtatlatlatlatlatlatlatlatlatl	25.2552522495389	29.09913147240877
hajthatatlanabbig	hajtathan	32.32511304318905	8.538320645689964
hajtincsig	hajt	19.564672484993935	3.6387009769678116
hajtóig	hajtón	14.938891485333443	5.161481276154518
hajtóig	hajtón	14.938891485333443	5.161481276154518
hajtűkanyarig	hajt	37.46804538369179	2.4697029888629913
nobel-díjig	fozel	47.130313232541084	7.509508863091469
hajviseletig	hajval	23.751444056630135	4.751007869839668
hajvágásig	hajvan	19.673417389392853	2.931849330663681
hajékig	hajék	10.033789001405239	3.092471443116665
hajításig	hajítássásássásássásássásássásá	14.92897318303585	42.546730145812035
hajóig	hajón	13.488103993237019	3.5099212005734444
hajóiig	hajóhon	21.108977243304253	5.575703427195549
hajóidig	hajón	20.195447728037834	4.291006371378899
hajóimig	hajón	19.942818209528923	3.5996546000242233
hajójáig	hajójához	19.412981539964676	9.511873453855515
hajómig	hajómhomhomhomhomhomhomhomhomho	14.45249205082655	39.71518861502409
hajórajig	hajójajajajajajajajajajajajajaj	22.193144015967846	55.0892456099391
hajósig	hajószásnak	14.250714406371117	15.438631936907768
haláig	halak	15.285769097507	4.636082641780376
haladásig	halasásásásásásásásásásásásásás	18.642655100673437	38.503570813685656
haladékig	halak	17.66198410280049	3.3701588083058596
haladéktalanig	halak	40.095405004918575	5.190415166318417
haladóig	halón	18.564660485833883	5.230759467929602
haladóig	halón	18.564660485833883	5.230759467929602
halandóig	nalóndónandónandónandónandónand	19.18295367062092	41.569302037358284
halandóig	nalóndónandónandónandónandónand	19.18295367062092	41.569302037358284
halandóságig	halóg	21.861579693853855	5.977468766272068
haldoklásig	haldán	25.305574402213097	5.260776504874229
haldoklóig	valdók	24.362679690122604	5.665101990103722
haldoklóig	valdók	24.362679690122604	5.665101990103722
halhatatlanságig	halhong	34.25318604707718	7.029971584677696
hallgatásig	hallan	25.242116663604975	6.003655914217234
hallgatóig	gyállag	28.269915211945772	8.883275642991066
hallgatóságig	hallógg	28.403983019292355	6.058314934372902
hallhatóig	hallatóhozóhozóhozóhozóhozóhozó	24.558738462626934	36.91153275221586
hallomásig	hallásosásásásásásásásásásásásá	17.9754939340055	47.5379722379148
halloweenig	hallang	46.86527641862631	7.049458704888821
hallucinogénig	hallónáng	39.040037143975496	11.347534328699112
hallucinogénig	hallónáng	39.040037143975496	11.347534328699112
hallucinációig	fallónánánánánánánánánánánánáná	32.53694513440132	34.18162686377764
hallószervig	hallószervan	16.10640476644039	11.569878444075584
halmazig	halmaz	14.918416514992714	5.179440036416054
halmazelméletig	halmelmelmelmelmelmelmelmelmelm	34.28248196840286	48.098850429058075
halmozottig	halmozt	24.391910403966904	6.633245140314102
halomig	halomomomomomomomomomomomomomom	14.084987498819828	50.435136415064335
halottig	halt	18.462349612265825	3.250271398574114
halottig	halt	18.462349612265825	3.250271398574114
halottkémig	halat	34.78374471515417	6.326410196721554
halpaprikásig	halpon	39.67039167135954	8.369396977126598
halványig	halvanynynynynynynynynynynynyny	14.660223618149757	41.97011624276638
halványabbig	halvan	24.719209924340248	3.897013485431671
halálig	halál	12.403311256319284	3.91151500120759
haláláig	halál	18.128355037420988	5.138425599783659
halálbüntetésig	saletésén	45.4428890645504	12.610674366354942
halálfejig	falfejfejfejfejfejfejfejfejfejf	29.63056604936719	50.719409342855215
halálhörgésig	halheng	37.89596728980541	8.227859124541283
halálosig	halásosnal	20.76555522531271	12.4292037114501
halántékig	halán	19.413453437387943	5.911102868616581
halászig	hal	15.761464476585388	1.4585611298680305
halászatig	halászátatatatatatatatatatatata	16.96197582781315	46.24220307171345
halásznadrágig	halág	36.015768848359585	4.828394077718258
halásznyestig	halyszszszszszszszszszszszszszs	33.60406897217035	29.51004972308874
halászsasig	halászsaszsaszsaszsaszsaszsaszs	19.500912740826607	27.13492126762867
hamagig	haman	13.597622286528349	4.463020216673613
hamisként	hamiszászászászászászászászászá	18.999150160700083	49.33910459652543
hamisabbig	hamiszabbabbabbabbabbabbabbabba	16.096750359982252	24.303934689611197
hamisítványig	hamiszásszásszásszásszásszásszá	22.866939891129732	53.69814835861325
hamisításig	hamiszszt	17.502260513603687	10.654876418411732
hamszinig	hamszág	14.407390885055065	6.906753592193127
hamuig	hamun	13.094675429165363	5.589129336178303
hamutartóig	hamumatóratóratóratóratóratórat	27.223623253405094	49.759965635836124
hamvig	hamvan	7.138812471181154	3.4869596250355244
hamváig	hamvan	18.32851429283619	4.639733120799065
hamvasztásig	hamvasztasztasztasztasztasztasz	18.626398362219334	39.1690719127655
hamvazószerdáig	hamvazdandazdandazdandazdandazd	36.39957183599472	44.218453884124756
handzsárig	handászászászászászászászászász	26.321484815329313	31.277217846363783
hangig	hag	12.259427808225155	2.564517766237259
hangáig	hag	23.36481811851263	2.762322314083576
hangerőig	hanen	23.932636201381683	6.219079792499542
hangfalig	hag	24.09257396310568	1.793469451367855
hanghullámig	hagyál	42.23941145837307	7.707812115550041
hangjegyig	hagyhegyhengyhegyhengyhegyhengy	31.920628037303686	37.394756123423576
hangkártyáig	hanágyángyángyángyángyángyángyá	40.88220937550068	46.48317642509937
hangmérnökig	enyernyernyernyernyernyernyerny	38.53231430053711	49.87655025720596
hangoskönyvig	vangyvongyvongyvongyvongyvongyv	31.69204220175743	43.17248496413231
hangsebességig	hagsessésséssésséssésséssésséss	29.276892967522144	24.44536677747965
hangszedőig	hag	27.52566358447075	3.8258636593818665
hangszerig	hagyergyen	22.579891711473465	12.869528234004974
hangszerelésig	hagyen	32.933478735387325	8.111691825091839
hangszóróig	hangóngóngóngóngóngóngóngóngóng	26.290932089090347	42.499334678053856
hangsúlyig	hanyúnyhoz	27.276057451963425	11.880726307630539
hangtalanig	haganananananananananananananan	33.04720147699118	36.24648364633322
hangtalanságig	hagaggangaggaggaggaggaggaggagga	39.55365248396993	41.54108998179436
hangtompítóig	gyongóng	40.23222208023071	13.332032442092896
hangulatig	hanatatatatatatatatatatatatatat	27.07231631875038	44.070313066244125
hangulatáig	hananánatánatánatánatánatánatán	36.75883328914642	50.35692262649536
hangulatosig	hanan	30.631204769015312	4.894145891070366
hangversenyig	hagyenyenyenyenyenyenyenyenyeny	36.053698390722275	34.36333405971527
hangyáig	hagyágyágyágyágyágyágyágyágyágy	23.170993700623512	38.126967683434486
hangyabolyig	hagyonyonyonyonyonyonyonyonyony	38.039190255105495	39.203513607382774
hangzatig	hagyat	23.671984240412712	6.937306299805641
hangzásig	haggászászászászászászászászász	25.584315188229084	50.00402665883303
hantig	hang	11.885199055075645	3.282269164919853
hanukkáig	nank	34.12623339891434	4.544609397649765
hanyatlásig	hanássássássássássássássássássá	25.729684486985207	43.11193989217281
os-ig	dsz	24.60066421329975	6.296947240829468
haptákig	hapták	11.937464207410812	6.786629170179367
haragig	haran	13.373806342482567	4.287059247493744
haragosig	harag	15.745481967926025	4.61758154630661
haragosig	harag	15.745481967926025	4.61758154630661
harangig	harang	12.729882135987282	4.9228146225214005
harangtoronyig	harangyongyongyongyongyongyongy	35.63360184431076	31.89005246758461
harangvirágig	harang	36.49617487192154	7.2880507707595825
harapásig	haran	17.08418296277523	5.299788996577263
