Correct Form	Predicted Form	Surprisal
hyemem	hyemēs	17.132763683061057
hȳlēn	hȳlēs	13.16831809998257
hymenaeum	hymenaeōs	17.837150088016642
hymnum	hymnōs	10.735784597345628
hyperbolēn	hyperbolēs	14.295295219504624
hypocauston	hypocausta	11.294367234047968
hypocaustum	hypocausta	14.49909961008234
hypocrisem	hypocrisēs	17.95854190017417
hypocritam	hypocritās	11.163437004535808
hypogaeum	hypogaea	7.654724320862442
hypotaurium	hypotauria	9.146062254556455
hypothēcam	hypothēcās	13.400049465679785
hypothesem	hypothēsēs	23.359705926978677
hȳsōpum	hȳsopō	13.93286433382309
iaceam	iaceās	8.883340568128915
iactantiam	iactantiās	10.033468774912762
iactātiōnem	iactātiōnēs	21.986644969756526
iactātrīcem	iactātrīcēs	28.236855162565917
iacturam	iacturās	12.556055895103782
iaculāmentum	iaculāmenta	16.15174299744467
iaculātiōnem	iaculātiōnēs	17.73053407729003
iaculātōrem	iaculātōrēs	17.58969843433806
iaculātrīcem	iaculātrīcēs	25.13835750567432
iaculum	iacula	9.97284226368356
iambicum	iambicōs	14.516949786695477
iambum	iambōs	17.001867301760285
iāniculum	iānicula	10.250759149315854
iānitōrem	iānitōrēs	15.152650101940253
ianthidem	ianthēs	20.651367967343504
iānuae	iānuās	9.236265807459858
īasiōnēn	īasiōnās	16.15459452010691
iaspachātēn	iaspachātās	13.947062988648213
iaspidem	iaspidēs	14.697284383699298
iasponychem	iasponychēs	25.928186801844276
iātraliptam	iātraliptās	12.47573976635158
iātronīcēn	iātronīcās	8.375288472565444
ībicem	ībicēs	20.45487547526136
ibiscum	ibisca	13.031478715740377
ibridam	ibridās	6.429039920440118
īconem	īcōnēs	16.498940786405
icosaēdron	icosaēdra	9.771157575210964
icterum	icterōs	13.863087442165124
ideam	idiās	6.6205581879476085
identitātem	identitātēs	14.58232114740349
idiologum	idiōlogōs	21.387888230045064
idiōma	idiōmata	0.5151417180750286
idiōtam	idiōtās	5.630392592094722
īdōlatram	īdōlatrās	7.526636372735084
īdōlatrīam	īdōlatrīās	10.002505111631308
īdōlēum	īdōlēa	4.942163791623898
īdōlīum	īdōlīa	8.376823262440666
īdōlolatram	īdōlolatrās	8.057492328584885
īdōlolatrēn	īdōlolatrās	10.8037030594096
īdōlolatrīam	īdōlolatrīās	11.600461138998298
īdōlum	īdōla	10.266538637297344
idōneitātem	idōneitātēs	15.381721431091137
iēiūnātiōnem	iēiūnātiōnēs	16.998660430806922
iēiūnium	iēiūnia	10.92528808559291
iēntāculum	iēntācula	12.39008566076518
ientātiōnem	iēntātiōnēs	20.095133030669786
ignāviam	ignāviās	8.425277674992685
igniculum	igniculōs	13.977458923167433
ignem	ignēs	6.928306465371861
ignītiōnem	ignitiōnēs	21.677355582796736
ignōbilitātem	ignōbilitātēs	11.826062390886364
ignōminiam	ignōminiās	13.440207154097152
ignōrātiōnem	ignōrātiōnēs	17.701928005321406
pūblīpōrem	pūblīpōrēs	20.952775782569915
īle	īlīs	5.322330940281972
īlicem	īlicēs	19.834468981891405
īlicētum	īlicēta	18.193514948216034
illātiōnem	illātiōnēs	17.009606120060198
illecebram	illecebrās	13.168459220739294
illūminātiōnem	illūminātiōnēs	17.24704387910606
illūsiōnem	illūsiōnēs	19.853421082392742
illusōrem	illūsōrēs	19.624373225868453
illuviem	illuviēs	17.670269487221958
imāginātiōnem	imāginātiōnēs	16.7906152143496
imāgunculam	imāgunculās	18.096094961778363
imbēcillitātem	imbēcititātēs	15.110087820537046
imbrem	imbrēs	11.728445984164864
imbibitium	imbibitia	10.445664889426553
imbricem	imbricēs	23.708830130579372
imitāmentum	imitāmenta	18.62123331640123
imitātiōnem	imitātiōnēs	16.978790351758107
imitātōrem	imitātōrēs	14.838167648942544
imitātrīcem	imitātrīcēs	24.428384495715363
immānitātem	immānitātēs	15.554513868732101
immātūritātem	immātūritātēs	11.894647235072625
immemorātiōnem	immemorātiōnēs	16.264654833405075
immensitātem	immensitātēs	9.13964813306211
immersiōnem	immersiōnēs	19.82921394638288
imminūtiōnem	imminūtiōnēs	20.07461561532
immissiōnem	immissiōnēs	16.001488843379775
quintiporem	quintiporēs	18.557270605977465
immōbilitātem	immobilitātēs	14.483919640942986
immoderātiōnem	immoderātiōnēs	16.14268771980005
immolātiōnem	immolātiōnēs	15.072249837842264
immortālitātem	immortālitātēs	11.25929580068805
immunditiam	immunditiās	10.384251404564566
immūnitātem	immunitātēs	19.790108849307217
immūtābilitātem	immūtābilitātēs	12.94247020567127
immūtātiōnem	immūtātiōnēs	16.886855500841193
imparitātem	imparitātēs	14.481146635220284
impatientiam	impatientiās	11.6463990299726
impedīmentum	impedīmenta	16.672911018722516
impendium	impendia	12.162686921834393
impensam	impensās	10.259655432819272
imperātōrem	imperātōrēs	17.183415040239197
imperfectiōnem	imperfectiōnēs	17.235443256061444
imperītiam	imperītiās	8.628975774456194
impertītiōnem	impertītiōnēs	17.884719086054247
impetīginem	impetīginēs	23.74065226240782
impetum	impetōs	11.595064666862527
impietātem	impietātēs	12.754220371140036
impilium	impilia	10.317124514493116
impinguatiōnem	impinguatiōnēs	19.783277237373113
implēmentum	implēmenta	15.830273124000996
implicātiōnem	implicātiōnēs	16.110736061889384
implōrātiōnem	implōrātiōnēs	16.34805240599826
impluviō	impluvia	6.321905419238647
importantiam	importāntiās	13.438454449595156
importūnitātem	importūnitātēs	14.835460308944675
impossibilitātem	impossibilitātēs	11.524529565244393
impotentiam	impotentiās	12.516240353957983
imprecātiōnem	imprecātiōnēs	17.00941260677382
impressiōnem	impressiōnēs	18.30476334890227
improbātiōnem	improbātiōnēs	17.76093363252926
improbitātem	improbitātēs	11.889237606732422
improperium	improperia	8.146549416713242
imprūdentiam	imprūdentiās	12.920066317950841
impudentiam	impūdentiās	15.709731042708881
impudīcitiam	impūdīcitiās	10.364079336548457
impulsiōnem	impulsiōnēs	21.74783938465407
impulsōrem	impulsōrēs	22.693484301422245
impūnitātem	impūnitātēs	15.718333821170745
impūritātem	impūritātēs	14.345812429401121
inaequālitātem	inaequālitātēs	12.180118520414908
ināniloquium	ināniloquia	10.633065858961345
inbēcillitātem	inbēcitātēs	20.80204114224216
incantamentum	incantāmenta	21.451685858850396
incantātiōnem	incantātiōnēs	16.945776181424776
incantātōrem	incantātōrēs	15.746679661383496
incarcerātiōnem	incarcerātiōnēs	16.887737759621814
incarnātiōnem	incarnātiōnēs	18.679350082992187
incendium	incendia	11.042527324083494
incensiōnem	incensiōnēs	16.416998586450063
incentōrem	incentōrēs	14.948158339331712
inceptiō	inceptiōnēs	0.07694349102894193
inceptum	incepta	15.075785731540236
incessum	incessūs	8.346342984190414
incīle	incīlia	8.460813043246162
incinerātiōnem	incinerātiōnēs	14.597104090082667
incingulum	incingula	8.649805670778733
incīsiōnem	incisiōnēs	18.002191407682403
incitabilitātem	incitābilitātēs	18.22840380436901
incitābulum	incitābula	11.233257186719129
incitāmentum	incitāmenta	18.140350867086454
incitātiōnem	incitātiōnēs	15.633915827368128
inclīnātiōnem	inclīnātiōnēs	13.32208900331625
inclūsōrem	inclūsōrēs	17.664211620061224
incōgitantiam	incogitantiās	15.432340547748026
incolae	incolās	8.357403071589943
incolātum	incolātūs	14.315484821436257
incolumitātem	incolumitātēs	12.530562226325856
incommēnsūrābilitātem	incommēnsūrābilitātēs	13.094688303379371
incommōbilitātem	incommōbilitātēs	12.562729743080126
inconstantiam	inconstantiās	12.418909369032917
incontinentiam	incontinentiās	13.107926894677803
incorporātiōnem	incorporātiōnēs	19.69789033517327
incorruptēlam	incorruptēlās	17.209690493100425
incorruptibilitātem	incorruptibilitātēs	13.928521330026342
incorruptiōnem	incorruptiōnēs	18.83885441178245
incrēdulitātem	incrēdulitātēs	11.268407154744637
incrēmentum	incrēmenta	16.450236245563246
increpātiōnem	increpātiōnēs	15.896711637275075
incrustātiōnem	incrustātiōnēs	17.63723240940999
incubum	incubōs	12.655072593028308
incumulātiōnem	incūmulātiōnēs	19.241722565348937
incūnābulum	incūnābula	10.90109765544912
incūriam	incūriās	9.594082832212735
incursātiōnem	incūrsātiōnēs	20.732492832822572
incursiōnem	incūrsiōnēs	23.584252573809863
indāgātiōnem	indāgātiōnēs	18.404499885750283
indemnitātem	indemnitātēs	13.62850887528839
indicātiōnem	indicātiōnēs	16.582362477642164
indicātōrem	indicātōrēs	16.541230332748455
indicātūram	indicātūrās	13.20887535527072
indicīnam	indicīnās	12.267112282399466
indicium	indicia	6.918165105926164
indictiōnem	indictiōnēs	14.26386525847056
indiculum	indiculōs	13.44296439694699
indifferentiam	indifferentiās	14.388536837019387
indigentiam	indigentiās	12.092263271517368
indignātiōnem	indignātiōnēs	15.700801008006238
indignitātem	indignitātēs	13.400572855711289
indīligentiam	indiligentiās	15.983751617668531
inditiōnem	inditiōnēs	18.492171732159477
inditōrem	inditōrēs	15.72905385280501
indium	india	12.29934791074993
indolentiam	indolentiās	11.958326318797845
indolem	indōlēs	14.386993313215498
indūciam	indūciās	10.87769039588602
inductiōnem	indūctiōnēs	22.623731419225805
indulgentiam	indulgentiās	14.952166875830699
indūmentum	indūmenta	18.25886754000885
indūrātiōnem	indūrātiōnēs	18.145338604706012
indūsiarium	indūsiāriōs	26.241422226292343
indūsium	indūsia	10.550347412914562
industriam	indūstriās	19.812661563808206
indūtiam	indūtiās	10.570571362386545
inēbriātiōnem	inebriātiōnēs	21.603186333165013
ineptiam	ineptiās	12.407679357667803
ineptitūdinem	ineptitūdinēs	22.40398912937235
inertiam	inertiās	11.212640276557067
inērudītiōnem	inerudītiōnēs	22.620370250033375
infacētiam	īnfacetiās	12.833103416094673
īnfāmiam	īnfāmiās	6.479022164421622
īnfantiam	īnfantiās	6.828154738614103
īnfanticīdam	īnfanticīdās	14.431415040227876
īnfanticīdium	īnfanticīdia	11.581373731220083
īnfantulam	īnfantulās	14.004330137337092
īnfantulum	īnfantulōs	15.765110724547412
infectiōnem	infectiōnēs	16.276534739916315
īnfēlīcitātem	īnfēlīcitātēs	16.271852248399227
inferiam	īnferiās	9.932952787952672
inficētiam	inficētiās	7.498178655609081
īnfidēlitātem	īnfidēlitātēs	14.614904203041078
īnfīnītum	īnfinīta	16.31193620193517
infirmātiōnem	infirmātiōnēs	18.877426126015735
īnfirmitātem	īnfirmitātēs	13.300858022515968
īnflammātiōnem	īnflāmmātiōnēs	19.22818942232834
īnflātiōnem	īnflātiōnēs	16.41985333541652
inflectiōnem	inflectiōnēs	16.712904029155652
inflexiōnem	īnflexiōnēs	20.436267393315575
īnfluentiam	īnfluentiās	10.911244003020329
īnfluxum	īnfluxōs	7.971377053559991
īnfōrmātiōnem	informātiōnēs	23.35657312616513
īnfortūnium	īnfortūnia	13.69195960352954
īnfrīgidātiōnem	īnfrigidātiōnēs	17.467534053309464
infulam	īnfulās	11.491608593874844
īnfundibulum	īnfundibula	13.077747915353939
īnfūsiōnem	īnfūsiōnēs	18.803112097509256
ingenuitātem	ingenuitātēs	12.337740473099984
ingrātitūdinem	ingrātitūdinēs	21.1330752908907
ingressiōnem	ingressiōnēs	17.29546042736638
inguen	inguinēs	8.746085186974597
inhabilitātem	inhabilitātēs	12.427228933251172
inhabitātiōnem	inhabitātiōnēs	18.001760128618116
inhabitātōrem	inhabitātōrēs	17.953690299535538
inhibitiōnem	inhibitiōnēs	18.091516836073424
inhonōrātiōnem	inhonōrātiōnēs	19.551452823759973
inhospitālitātem	inhospitālitātēs	13.28624621265044
inhūmānitātem	inhūmānitātēs	13.86282847860275
iniectiōnem	iniectiōnēs	12.801818460995037
inimīcitia	inimīcitiās	4.676652432142873
inīquitātem	iniquitātēs	15.183539099358313
initiātiōnem	initiātiōnēs	16.55494076445393
initium	initia	9.589283204026287
initum	initūs	9.036805744755839
iniūcunditātem	iniūcunditātēs	15.435702797911745
iniunctiōnem	iniūnctiōnēs	18.500443271143922
iniūriam	iniūriās	9.072148488252424
iniūstitiam	iniūstitiās	9.306816713329681
injectiōnem	injectiōnēs	13.511360785676743
iniūcunditātem	injūcunditātēs	21.987127901613803
injunctiōnem	injunctiōnēs	16.17376579666461
injūstitiam	injūstitiās	12.182853368754877
inlecebram	inlecebrās	13.961957793073339
inlūminātiōnem	inlūminātiōnēs	16.427676733845146
inlusiōnem	inlūsiōnēs	20.311584209302964
inlusōrem	inlūsōrēs	17.595683732948373
inluviem	inluviēs	15.80725388985229
inmānitātem	inmānitātēs	14.83037288749074
inmemorātiōnem	inmemorātiōnēs	15.768633873174622
inmissiōnem	inmissiōnēs	15.353393927944126
inmōbilitātem	inmobilitātēs	14.17536928221125
inmortālitātem	inmortālitātēs	12.183889138690574
inmunditiam	inmunditiās	11.017663801036178
inmūnitātem	inmunitātēs	16.441080978549508
inmūtātiōnem	inmūtātiōnēs	17.004922870092287
innocentiam	innocentiās	11.659772103711475
innovātiōnem	innovātiōnēs	17.63230790919897
inoboedientiam	inoboedientiās	12.963169341391676
inobservantiam	inobservantiās	11.011105589187537
inoculātiōnem	inoculātiōnēs	18.81268511957387
inopiam	inopiās	5.026116933659068
inordinātiōnem	inordinātiōnēs	16.90718058934135
inpedīmentum	inpedīmenta	16.534693813420745
inpendium	inpendia	10.930545714334585
inperītiam	inperītiās	9.687976977838844
inpetīginem	inpetīginēs	22.792039858715725
inplicātiōnem	inplicātiōnēs	15.292412365075734
inpotentiam	inpotentiās	14.3579616269908
inprecātiōnem	inprecātiōnēs	17.04315160635315
inprobātiōnem	inprobātiōnēs	18.022892581793712
inprobitātem	inprobitātēs	13.221689285567209
inproperium	inproperia	7.910633453170249
inprūdentiam	inprūdentiās	14.663798588681857
inpudentiam	inpūdentiās	16.2777707651353
inpudīcitiam	inpūdīcītiās	12.07098009611218
inpulsiōnem	inpulsiōnēs	20.57523691703136
inpūnitātem	inpūnitātēs	16.50008484992577
inpūritātem	inpūritātēs	14.284558479776024
inquiētūdinem	inquiētūdinēs	23.99932907553557
inquilinam	inquilinās	15.709770283436228
inquināmentum	inquināmenta	16.338909313926706
inquinātiōnem	inquinātiōnēs	16.305150563322513
inquīsītiōnem	inquisītiōnēs	18.71058561845348
inquīsītōrem	inquisītōrēs	20.851582163271814
inreverentiam	inreverentiās	16.337136850123898
inrigātiōnem	inrigātiōnēs	13.753721212076016
inrīsiōnem	inrīsiōnēs	16.28696882985969
inrītātiōnem	inrītātiōnēs	16.808663661038736
inrītātōrem	inrītātōrēs	15.502928852780315
inrītātrīcem	inrītātrīcēs	23.352054480844345
inrogātiōnem	inrogātiōnēs	18.487508065167276
inruptiōnem	inruptiōnēs	15.940098426025543
īnsāniae	īnsāniās	4.288286917377263
īnsapientiam	īnsāpientiās	11.224653453784413
īnscītiam	īnscitiās	6.338809630018659
īnscrīptiōnem	īnscriptiōnēs	22.079686263121403
īnsectātiōnem	īnsectātiōnēs	21.1894314168876
īnsertiōnem	īnsertiōnēs	18.672244805056835
īnsidiam	īnsidiās	5.184081775369123
īnsidiātōrem	īnsidiātōrēs	18.05659451867541
īnsidiātrīcem	īnsidiātrīcēs	26.2260673794284
īnsigne	īnsignīs	3.9539764422224835
īnsignītōrem	īnsignitōrēs	22.10123657219242
īnsimulātiōnem	īnsimulātiōnēs	18.30541159575023
īnsinuātiōnem	īnsinuātiōnēs	18.86636512172754
īnsinuātōrem	īnsinuātōrēs	19.743414753029356
īnsinuātrīcem	īnsinuātrīcēs	25.075143025989632
īnsipientiam	īnsipientiās	8.111203069100156
īnsitiōnem	īnsitiōnēs	18.001084495390387
īnsōlātiōnem	īnsōlātiōnēs	18.6177395970426
īnsolentiam	īnsōlentiās	12.263270220755658
insomnietātem	īnsōmnietātēs	19.57132750898745
īnspectiōnem	īnspectiōnēs	17.49949100482081
īnspīrātiōnem	īnspīrātiōnēs	15.955370936392683
īnstabilitātem	īnstabilitātēs	16.21917952640797
īnstantiam	īnstantiās	10.171730811533052
īnstaurātiōnem	īnstaurātiōnēs	20.276173197893513
instimulātōrem	instimulātōrēs	17.90084960391323
īnstitam	īnstitās	8.324506000848487
īnstitōrem	īnstitōrēs	19.744137468625468
īnstitūtiōnem	īnstitūtiōnēs	21.08455770178989
īnstitūtōrem	īnstitūtōrēs	21.008027550058614
īnstitūtum	īnstitūta	16.45310120767681
īnstructiōnem	īnstructiōnēs	18.34337442305332
īnstructōrem	īnstructōrēs	21.181016452916083
īnstructūram	īnstructūrās	14.781207870677463
īnstrūmentum	īnstrumenta	19.721583389207808
īnsulārium	īnsulāriōs	21.616408734946162
insulsitātem	īnsulsitātēs	19.361086117838568
īnsurrectiōnem	īnsurrectiōnēs	18.622719619149393
integimentum	integimenta	17.019653763534734
integralitātem	integralitātēs	12.228830476752591
integrātiōnem	integrātiōnēs	16.499474930087672
integritās	integritātēs	13.357031442787957
integritūdinem	integritūdinēs	19.988972575955813
integumentum	integumenta	15.951516972265381
intellectiōnem	intellectiōnēs	15.16941570981021
intellegentiam	intellegentiās	15.821211237238458
intelligentiam	intelligentiās	16.533797842914282
intemperantiam	intemperāntiās	15.693640111016066
intempestīvitātem	intempestīvitātēs	10.244878711833735
intensiōnem	intensiōnēs	16.14450357741407
intensitātem	intensitātēs	9.839576581824076
intentiōnem	intentiōnēs	13.018334600537855
intercapēdinem	intercapēdinēs	19.00732430514654
interceptiōnem	interceptiōnēs	14.906122592320571
intercessiōnem	intercessiōnēs	14.553985746266335
intercessōrem	intercessōrēs	21.42990598790402
intercolumnium	intercolumnia	9.530492703094751
interdictiōnem	interdictiōnēs	17.269923386527807
interdīctum	interdicta	16.154949607640447
interfātiōnem	interfātiōnēs	15.713796685854504
interfectiōnem	interfectiōnēs	14.72581030379797
interfectōrem	interfectōrēs	16.914661571621764
interfectrīcem	interfectrīcēs	22.741986877948875
interiectiōne	interiectiōnēs	9.976268242546666
interiectūram	interiectūrās	15.487682210185085
interitiōnem	interitiōnēs	16.34612690280119
interitum	interitūs	11.629438436322744
interjectiōnem	interjectiōnēs	14.973979243007307
interjectūram	interjectūrās	16.5474607713395
intermissiōnem	intermissiōnēs	15.513468760436808
internecīdam	internecīdās	16.09394852305013
interneciōnem	interneciōnēs	15.690655768201395
internexum	internexūs	12.544447560010667
interniciōnem	interniciōnēs	18.12693239537657
interpellātiōnem	interpellātiōnēs	17.582365547289555
interpellātōrem	interpellātōrēs	17.928559628418043
interpositiōnem	interpositiōnēs	15.94011226620296
interpretem	interpretēs	24.338334911614766
interpretātiōnem	interpretātiōnēs	16.4068812926061
interpunctiōnem	interpunctiōnēs	12.740772426129297
interrēgnum	interrēgna	5.7245153180820125
interrēte	interrētia	6.70160110515053
interrogāmentum	interrogāmenta	15.834793036476185
interrogātiōnem	interrogātiōnēs	17.675272404148927
interrogātiunculam	interrogātiunculās	22.129962815221006
