"features"	"meansurp"	"normsurp"	"len"	"freq"	"log_freq"
"30"	"N;PRP;SG"	9.04183055497579	0.844417640781828	11.2607844672356	27904	10.2365253267087
"31"	"N;TERM;PL"	2.36015254912883	0.216872719259318	11.9680576215454	7312	8.89727211313399
"32"	"N;TERM;SG"	8.22855777533844	0.879039455674686	10.2625068503875	93592	11.4467001887274
"33"	"N;TRANS;PL"	1.25134709153432	0.110366844085042	11.9684490722618	2133	7.66528471847135
"34"	"N;TRANS;SG"	15.5441079050134	1.66232176002747	10.2089563923902	107969	11.5895994278663
"35"	"V;COND;PRS;DEF;1;PL"	11.7739247115116	1.06745194980105	11.4105363075463	823	6.71295620067707
"36"	"V;COND;PRS;DEF;2;PL"	5.71078651958757	0.473594469003173	12.4105363075463	139	4.93447393313069
"37"	"V;COND;PRS;DEF;2;SG"	11.5729097355929	1.13712696664372	10.4105363075463	391	5.96870755998537
"38"	"V;COND;PRS;DEF;3;PL"	2.79731266464748	0.273268532264947	10.4105363075463	1177	7.07072410726028
"39"	"V;COND;PRS;DEF;3;SG"	0.660234817090608	0.0732236655645955	9.41053630754628	3202	8.07153089355666
"40"	"V;COND;PRS;INDF;1;PL"	7.07981627155051	0.62940661245262	11.3920265780731	956	6.8627579130514
"41"	"V;COND;PRS;INDF;1;SG"	18.7909431970647	1.90267397409756	10.3920265780731	1358	7.21376830811864
"42"	"V;COND;PRS;INDF;2;PL"	0.714302177926354	0.0571561860682827	12.3920265780731	158	5.06259503302697
"43"	"V;COND;PRS;INDF;2;SG"	1.79808422017016	0.188081979181376	10.3920265780731	260	5.56068163101553
"44"	"V;COND;PRS;INDF;3;PL"	19.724796893159	1.6592971537732	12.3920265780731	855	6.75110146893676
"45"	"V;COND;PRS;INDF;3;SG"	17.3845654615665	1.92858738829783	9.39202657807309	3984	8.29004161870449
"46"	"V;IND;PRS;DEF;1;PL"	4.73347562369324	0.480154900857868	10.18794494542	11720	9.369052063131
"47"	"V;IND;PRS;DEF;2;PL"	11.9009911096905	1.04185836382423	11.8014388489209	586	6.37331978957701
"48"	"V;IND;PRS;DEF;2;SG"	14.6411532532826	1.6364441779335	9.16013546202225	3321	8.10802122137675
"49"	"V;IND;PRS;DEF;3;PL"	2.52340156761487	0.287823809374395	9.80143884892086	64822	11.079400330894
"50"	"V;IND;PRS;DEF;3;SG"	4.43444519734028	0.524068979993983	8.80143884892086	152448	11.9345788332749
"51"	"V;IND;PRS;INDF;1;PL"	13.4933725823022	1.41007984053548	10.2006802721088	5254	8.56674497024549
"52"	"V;IND;PRS;INDF;1;SG"	15.9931880560922	1.85148749660533	9.14285714285714	32098	10.3765490018811
"53"	"V;IND;PRS;INDF;2;PL"	23.7110269070052	2.35044681697635	10.4112512124151	40925	10.6194964022393
"54"	"V;IND;PRS;INDF;2;SG"	34.4648609251683	3.82480604823927	9.39865190178141	3405	8.13300021858361
"55"	"V;IND;PRS;INDF;3;PL"	14.8956323199714	1.48272328921477	10.4037445991359	54202	10.9004730871159
"56"	"V;IND;PRS;INDF;3;SG"	5.19423417103941	0.597927027410281	7.56746411483254	192578	12.1682565454459
"57"	"V;IND;PST;DEF;1;PL"	6.84919389665876	0.678495926002541	10.6454674893213	2137	7.66715825531915
"58"	"V;IND;PST;DEF;2;PL"	6.81577866600659	0.562642588312898	12.6430944470812	145	4.97673374242057
"59"	"V;IND;PST;DEF;2;SG"	3.49213174591353	0.340186764252596	10.6454674893213	1495	7.30988148582479
"60"	"V;IND;PST;DEF;3;PL"	0.896925143719845	0.0867677671403487	10.6454674893213	187054	12.1391526242042
"61"	"V;IND;PST;DEF;3;SG"	1.37454102531776	0.145935894881814	9.64546748932131	337241	12.7285530872795
"62"	"V;IND;PST;INDF;1;PL"	12.5343067201881	1.15933022817665	11.5643094447081	1875	7.53636393840451
"63"	"V;IND;PST;INDF;1;SG"	6.73916628195165	0.663310964667157	10.5643094447081	18841	9.843790625278
"64"	"V;IND;PST;INDF;2;PL"	9.37282707025888	0.773766739813521	12.561936402468	278	5.62762111369064
"65"	"V;IND;PST;INDF;2;SG"	29.7932292253227	2.93746199197318	10.5643094447081	1292	7.16394668434255
"66"	"V;IND;PST;INDF;3;PL"	12.0545580614981	1.19151081383386	10.5643094447081	106448	11.5754118819817
"67"	"V;IND;PST;INDF;3;SG"	6.17290859137226	0.643417451186913	9.34741338395823	748083	13.5252692133676
"68"	"V;NFIN"	6.30927349653851	0.701851423582433	9.39487422876127	124163	11.7293504974963
"69"	"V;NFIN;1;PL"	5.25705196381199	0.465926023871497	11.3920265780731	853	6.74875954749168
"70"	"V;NFIN;1;SG"	17.1220759844613	1.69848258917398	10.3920265780731	712	6.56807791141198
"71"	"V;NFIN;2;PL"	12.2463652382288	1.02312795050026	12.3920265780731	22	3.09104245335832
"72"	"V;NFIN;2;SG"	4.52837055606061	0.464197493979278	10.3920265780731	459	6.12905021006055
"73"	"V;NFIN;3;PL"	35.8557534666969	3.27549228765602	11.3920265780731	3002	8.00703401219341
"74"	"V;NFIN;3;SG"	28.3109602105468	2.85299905498809	10.3920265780731	9605	9.17003907520266
"75"	"V;SBJV;PRS;DEF;1;PL"	11.1829524949022	1.11709096224	10.1452301850973	11638	9.36203088521662
"76"	"V;SBJV;PRS;DEF;2;PL"	3.73247324357924	0.315338396955308	12.1452301850973	791	6.67329796776765
"77"	"V;SBJV;PRS;DEF;3;PL"	2.9476768842746	0.309680477662843	10.1452301850973	30591	10.3284611270323
"78"	"V;SBJV;PRS;DEF;3;SG"	7.31938583034346	0.821547420497856	9.1452301850973	69834	11.15387627617
"79"	"V;SBJV;PRS;INDF;1;PL"	6.3325660148763	0.577484755763288	11.2030432715169	2046	7.62364194651157
"80"	"V;SBJV;PRS;INDF;1;SG"	7.15632967064375	0.739286990773263	10.2055317119695	684	6.52795791762255
"81"	"V;SBJV;PRS;INDF;2;PL"	2.45665528141378	0.205350523923813	12.2030432715169	580	6.36302810354046
"82"	"V;SBJV;PRS;INDF;2;SG"	33.994086768439	2.82034104071589	12.2330327479829	10	2.30258509299405
"83"	"V;SBJV;PRS;INDF;3;PL"	5.80035060844318	0.489837342005762	12.2002847650688	5438	8.60116662519242
"84"	"V;SBJV;PRS;INDF;3;SG"	29.7857436683966	3.03632729904544	10.2002847650688	11365	9.33829373628664
