Features	Surprisal	Norm Surprisal	Length
V;IND;PRS;DEF;3;PL	2.5234015676148736	0.28782380937439483	9.801438848920863
V;NFIN;1;SG	17.122075984461294	1.6984825891739785	10.39202657807309
N;AT+ABL;PL	5.479224609877694	0.44093769811656536	12.96843671679198
V;IND;PST;DEF;2;PL	6.815778666006594	0.562642588312898	12.643094447081157
N;ON+ALL;SG	1.0031601778070793	0.11169070847599309	10.26203710952791
V;NFIN;1;PL	5.257051963811994	0.46592602387149734	11.39202657807309
V;IND;PST;DEF;2;SG	3.492131745913529	0.3401867642525965	10.64546748932131
N;AT+ABL;SG	2.2248247062854167	0.22476839675339652	11.254912706490252
N;ON+ALL;PL	0.4859839635874307	0.04228699360371483	11.968057621545448
N;AT+ESS;PL	5.554118803088531	0.47263894287089886	12.966961559539653
V;COND;PRS;DEF;3;PL	2.797312664647484	0.2732685322649468	10.410536307546275
N;TRANS;SG	15.54410790501336	1.662321760027472	10.208956392390197
N;FRML;SG	11.598305008769639	1.0100391746834883	12.259140374226885
V;IND;PRS;DEF;3;SG	4.434445197340281	0.5240689799939829	8.801438848920863
V;IND;PRS;DEF;2;SG	14.64115325328265	1.6364441779334975	9.160135462022254
V;COND;PRS;DEF;2;PL	5.710786519587572	0.4735944690031735	12.410536307546275
V;IND;PST;INDF;1;SG	6.739166281951646	0.6633109646671573	10.564309444708115
N;IN+ALL;PL	12.765276083074482	0.9988807771354542	11.968449072261802
V;IND;PST;DEF;3;SG	1.3745410253177606	0.14593589488181405	9.64546748932131
V;IND;PST;INDF;1;PL	12.534306720188084	1.1593302281766462	11.564309444708115
N;IN+ALL;SG	2.402853751198523	0.26795094547863213	10.220621623737571
V;IND;PST;DEF;3;PL	0.8969251437198452	0.08676776714034867	10.64546748932131
V;IND;PRS;DEF;2;PL	11.900991109690525	1.0418583638242345	11.801438848920863
V;COND;PRS;DEF;2;SG	11.572909735592933	1.1371269666437172	10.410536307546275
V;COND;PRS;INDF;1;PL	7.079816271550509	0.6294066124526204	11.39202657807309
V;SBJV;PRS;DEF;1;SG	2.282307400399973	0.21478119433453594	11.145230185097295
V;IND;PRS;INDF;3;SG	5.194234171039408	0.5979270274102811	7.567464114832536
V;IND;PRS;INDF;3;PL	14.895632319971446	1.4827232892147695	10.403744599135862
V;SBJV;PRS;DEF;1;PL	11.182952494902175	1.1170909622400014	10.145230185097295
V;COND;PRS;INDF;1;SG	18.790943197064728	1.9026739740975582	10.39202657807309
N;TERM;PL	2.360152549128826	0.2168727192593176	11.968057621545448
N;NOM;PL	4.528423134682653	0.47621658636135916	9.969466844124325
V;NFIN	6.309273496538512	0.7018514235824335	9.394874228761273
V;SBJV;PRS;INDF;1;SG	7.156329670643754	0.7392869907732633	10.20553171196948
V;IND;PRS;INDF;2;PL	23.711026907005195	2.3504468169763526	10.41125121241513
V;SBJV;PRS;INDF;1;PL	6.332566014876302	0.577484755763288	11.203043271516881
V;IND;PRS;INDF;2;SG	34.46486092516832	3.824806048239275	9.398651901781415
N;NOM;SG	2.3030339227251684	0.32294826272656474	8.258122602364363
N;TERM;SG	8.228557775338436	0.8790394556746861	10.262506850387537
V;SBJV;PRS;INDF;3;PL	5.800350608443184	0.4898373420057621	12.200284765068819
V;COND;PRS;INDF;2;PL	0.7143021779263538	0.057156186068282655	12.39202657807309
V;SBJV;PRS;DEF;2;SG	37.26703224252565	3.044940583564476	12.458471760797343
V;SBJV;PRS;DEF;2;PL	3.732473243579237	0.3153383969553076	12.145230185097295
V;COND;PRS;INDF;2;SG	1.7980842201701597	0.18808197918137645	10.39202657807309
V;SBJV;PRS;INDF;3;SG	29.785743668396552	3.03632729904544	10.200284765068819
V;IND;PRS;INDF;1;PL	13.493372582302221	1.4100798405354757	10.200680272108844
V;SBJV;PRS;INDF;2;SG	33.99408676843903	2.8203410407158853	12.233032747982914
V;COND;PRS;INDF;3;SG	17.38456546156651	1.9285873882978348	9.39202657807309
V;SBJV;PRS;DEF;3;PL	2.9476768842746006	0.30968047766284307	10.145230185097295
V;SBJV;PRS;DEF;3;SG	7.319385830343459	0.8215474204978556	9.145230185097295
V;COND;PRS;INDF;3;PL	19.72479689315903	1.6592971537732035	12.39202657807309
V;IND;PRS;INDF;1;SG	15.9931880560922	1.8514874966053279	9.142857142857142
V;SBJV;PRS;INDF;2;PL	2.456655281413782	0.20535052392381306	12.203043271516881
